Transaction Date,Payment Ref,Payer Name,Open ID,Product Name,Insurance Company,Policy Number,Coverage Period,Currency,Charge Amount,Promotion Type,Status
2024-06-29 00:00:00,40200000000000,TEST Arjun,25634093437,ProductName,Insurance Company,GC52220605125,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,41032832463,ProductName,Insurance Company,GC52265749850,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,32323936028,ProductName,Insurance Company,GC52076978201,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,52191522555,ProductName,Insurance Company,GC52557661538,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,32489809671,ProductName,Insurance Company,GC52051378363,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,67116941184,ProductName,Insurance Company,GC52520602421,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,78273032007,ProductName,Insurance Company,GC52171990297,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,69027259820,ProductName,Insurance Company,GC52792102705,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,48217126617,ProductName,Insurance Company,GC52296749954,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,17325075790,ProductName,Insurance Company,GC52793538502,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,43123468389,ProductName,Insurance Company,GC52670416643,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,58605172461,ProductName,Insurance Company,GC52696285221,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,48161910045,ProductName,Insurance Company,GC52195288280,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,79461672720,ProductName,Insurance Company,GC52490062620,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,87036781795,ProductName,Insurance Company,GC52409452424,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,89163627978,ProductName,Insurance Company,GC52563357722,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,14190566065,ProductName,Insurance Company,GC52028546386,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,64999659624,ProductName,Insurance Company,GC52009030166,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,43542621798,ProductName,Insurance Company,GC52886500272,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,41303962543,ProductName,Insurance Company,GC52847193220,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,39249623333,ProductName,Insurance Company,GC52009970116,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,77505154396,ProductName,Insurance Company,GC52699722109,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
2024-06-29 00:00:00,40200000000000,TEST Arjun,99222806471,ProductName,Insurance Company,GC52828691709,29/06/2024 to 28/06/2025,SGD,0.50,none,PAID
