Transaction Date,Payment Ref,Payer Name,Open ID,Product Name,Insurance Company,Policy Number,Coverage Period,Currency,Charge Amount,Promotion Type,Status
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52331715669,18/07/2025 to 18/07/2026,SGD,133.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52465999678,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52731892235,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52998818498,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52272498929,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52844478897,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52938487595,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52364464123,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52638573246,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
2025-07-18 00:00:00,40200000000000,TEST Arjun,5259969,ProductName,Insurance Company,GC52584932629,18/07/2025 to 18/07/2026,SGD,0.5,none,PAID
