Transaction Date,Payment Ref,Payer Name,Open ID,Product Name,Insurance Company,Policy Number,Coverage Period,Currency,Charge Amount,Promotion Type,Status
2024-06-04 00:00:00,40200000000000,TEST Arjun,77416681364,ProductName,Insurance Company,GC521361675943,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,31639959981,ProductName,Insurance Company,GC527662254996,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,89891441367,ProductName,Insurance Company,GC522422323397,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,63369605500,ProductName,Insurance Company,GC526056226000,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,43822367426,ProductName,Insurance Company,GC524906253930,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,61390664593,ProductName,Insurance Company,GC526427341740,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,48648279371,ProductName,Insurance Company,GC524133353105,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,72990801188,ProductName,Insurance Company,GC520196752715,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,98342387632,ProductName,Insurance Company,GC526385655378,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,79090419828,ProductName,Insurance Company,GC520219120319,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,77158980551,ProductName,Insurance Company,GC528046132747,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,10665880774,ProductName,Insurance Company,GC527509885473,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,36207405084,ProductName,Insurance Company,GC529809773282,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,56864707373,ProductName,Insurance Company,GC521292053517,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,22117388457,ProductName,Insurance Company,GC524947170765,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,72174047068,ProductName,Insurance Company,GC520965597782,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,14808614747,ProductName,Insurance Company,GC520692459456,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,48565986423,ProductName,Insurance Company,GC529321492047,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,19696417211,ProductName,Insurance Company,GC525485021272,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,82519469025,ProductName,Insurance Company,GC521039359798,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,88627482642,ProductName,Insurance Company,GC520714366103,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,56015986519,ProductName,Insurance Company,GC526998603373,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,50643830652,ProductName,Insurance Company,GC525028402871,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,12257404799,ProductName,Insurance Company,GC527754900995,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,34917649875,ProductName,Insurance Company,GC520153708945,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,74981834546,ProductName,Insurance Company,GC529988916956,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,30881289995,ProductName,Insurance Company,GC527752012889,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,60302238221,ProductName,Insurance Company,GC526229558708,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,77582838959,ProductName,Insurance Company,GC520951062092,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,62143366882,ProductName,Insurance Company,GC525936606818,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,64388656789,ProductName,Insurance Company,GC525522280644,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,55350765893,ProductName,Insurance Company,GC522359737628,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,63138597690,ProductName,Insurance Company,GC521804128686,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,54099138326,ProductName,Insurance Company,GC527754407026,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,10582591403,ProductName,Insurance Company,GC524738570876,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,28385408341,ProductName,Insurance Company,GC524751209071,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,94266189501,ProductName,Insurance Company,GC527409331746,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,83579031506,ProductName,Insurance Company,GC524440677317,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,49413890107,ProductName,Insurance Company,GC522181270344,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,10789276563,ProductName,Insurance Company,GC526115083713,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,14662262992,ProductName,Insurance Company,GC524217376023,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,10780221289,ProductName,Insurance Company,GC529143275105,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,29470235142,ProductName,Insurance Company,GC528450913668,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,56470912849,ProductName,Insurance Company,GC524313168371,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,51717419236,ProductName,Insurance Company,GC523666338681,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,88084730598,ProductName,Insurance Company,GC521069800543,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,81042965275,ProductName,Insurance Company,GC522787371425,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,84146145184,ProductName,Insurance Company,GC522527974091,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,22913030210,ProductName,Insurance Company,GC525143610854,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,71057549635,ProductName,Insurance Company,GC524220129264,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,59367629935,ProductName,Insurance Company,GC528725095870,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,92482955282,ProductName,Insurance Company,GC529405541813,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,82745063207,ProductName,Insurance Company,GC529518042932,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,81866271277,ProductName,Insurance Company,GC520690446308,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,10961274524,ProductName,Insurance Company,GC528965617837,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,63692907825,ProductName,Insurance Company,GC526333958907,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,53952681523,ProductName,Insurance Company,GC529240481640,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,79766213829,ProductName,Insurance Company,GC520620267749,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,92957149381,ProductName,Insurance Company,GC522438003169,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,52929629771,ProductName,Insurance Company,GC525677959710,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,25920051606,ProductName,Insurance Company,GC525312837412,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,82013188024,ProductName,Insurance Company,GC529828400811,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,71171040073,ProductName,Insurance Company,GC529522674359,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,45729986499,ProductName,Insurance Company,GC524077730788,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,38951250054,ProductName,Insurance Company,GC520996749402,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,71413750409,ProductName,Insurance Company,GC527393133217,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,21644333838,ProductName,Insurance Company,GC520380785847,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,10254882035,ProductName,Insurance Company,GC522742861744,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,29878480301,ProductName,Insurance Company,GC521425961691,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,13036551846,ProductName,Insurance Company,GC523470032467,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,97004583330,ProductName,Insurance Company,GC520621863674,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,48729498849,ProductName,Insurance Company,GC529494040545,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,60356413294,ProductName,Insurance Company,GC524051278499,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,42662742600,ProductName,Insurance Company,GC529523505817,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,47212286499,ProductName,Insurance Company,GC526305969344,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,29773981375,ProductName,Insurance Company,GC520613999225,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,76639412075,ProductName,Insurance Company,GC527619782550,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,48830161860,ProductName,Insurance Company,GC526500455784,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,40458630414,ProductName,Insurance Company,GC521372939936,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,66716003536,ProductName,Insurance Company,GC525766154772,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
2024-06-04 00:00:00,40200000000000,TEST Arjun,26855819436,ProductName,Insurance Company,GC525238551836,04/06/2024 to 30/05/2025,SGD,0.50,none,PAID
